State,Station Description,ICAO,Country
AK,CAPE LISBURNE   ,PALU,US
AK,CAPE NEWENHAM   ,PAEH,US
AK,CAPE ROMANZOF   ,PACZ,US
AK,CENTRAL         ,PARL,US
AK,CENTRAL         ,PACE,US
AK,CHANDALAR LAKE  ,PALR,US
AK,CHEVAK          ,PAVA,US
AK,CHIGNIK BAY     ,PAJC,US
AK,CIRCLE/PAFC RFC ,PACR,US
AK,COLD BAY        ,PACD,US
AK,CORDOVA         ,PACV,US
AK,DEADHORSE       ,PASC,US
AK,DEERING         ,PADE,US
AK,DELTA JUNCTION  ,PABI,US
AK,DILLINGHAM      ,PADL,US
AK,EAGLE           ,PAEG,US
AK,EARECKSON/SHEMYA,PASY,US
AK,EGEGIK          ,PAII,US
AK,EIELSON AFB     ,PAEI,US
AK,ELFIN COVE      ,PAEL,US
AK,ELIM APRT       ,PFEL,US
AK,ELMENDORF AFB   ,PAED,US
AK,EMMONAK         ,PAEM,US
AK,EUREKA          ,PAZK,US
AK,FAIRBANKS       ,PAFA,US
AK,FALSE PASS      ,PAKF,US
AK,FAREWELL LAKE   ,PAFK,US
AK,FORT RICHARDSON ,PAFR,US
AK,FORT WAINWRIGHT ,PAFB,US
AK,FORT YUKON      ,PFYU,US
AK,FUNTER BAY      ,PAFN,US
AK,GALBRAITH LAKE  ,PAGB,US
AK,GALENA          ,PAGA,US
AK,GAMBELL         ,PAGM,US
AK,GOLOVIN         ,PAGL,US
AK,GULKANA         ,PAGK,US
AK,GUSTAVUS        ,PAGS,US
AK,HAINES          ,PAHN,US
AK,HAYES RIVER     ,PAHZ,US
AK,HEALY           ,PAHV,US
AK,HOLY CROSS      ,PAHC,US
AK,HOMER           ,PAHO,US
AK,HOONAH          ,PAOH,US
AK,HOOPER BAY      ,PAHP,US
AK,HUSLIA          ,PAHS,US
AK,HUSLIA          ,PAHL,US
AK,HYDABURG        ,PAHY,US
AK,IGIUGIG         ,PAIG,US
AK,ILIAMNA         ,PAIL,US
AK,INDIAN MOUNTAIN ,PAIM,US
AK,JUNEAU          ,PAJN,US
AK,KAKE            ,PAFE,US
AK,KALSKAG         ,PALG,US
AK,KALTAG          ,PAKV,US
AK,KENAI           ,PAEN,US
AK,KETCHIKAN       ,PAKT,US
AK,KIANA           ,PAIK,US
AK,KING COVE       ,PAVC,US
AK,KING SALMON     ,PAKN,US
AK,KING SALMON AFS ,KQRC,US
AK,KIPNUK          ,PAKI,US
AK,KIVALINA        ,PAVL,US
AK,KLAWOCK         ,PAKW,US
AK,KODIAK          ,PADQ,US
AK,KOLIGANEK       ,PAJZ,US
AK,KOTZEBUE        ,PAOT,US
AK,KOYUK           ,PAKK,US
AK,KUPARUK         ,PAKU,US
AK,MANLEY HOT SPRIN,PAML,US
AK,MANOKOTAK       ,PAMB,US
AK,MARSHALL        ,PADM,US
AK,MCCARTHY        ,PAMX,US
AK,MCGRATH         ,PAMC,US
AK,MCKINLEY PARK   ,PAIN,US
AK,MEKORYUK        ,PAMY,US
AK,METLAKATLA      ,PAMM,US
AK,MIDDLETON ISLAND,PAMD,US
AK,MINCHUMINA      ,PAMH,US
AK,MOUNTAIN VILLAGE,PAMO,US
AK,NABESNA         ,PABN,US
AK,NELSON LAGOON   ,PAOU,US
AK,NENANA          ,PANN,US
AK,NEW STUYAHOK    ,PANW,US
AK,NIKOLAI         ,PAFS,US
AK,NOME            ,PAOM,US
AK,CHULITNA        ,PAEC,US
AK,NORTHWAY        ,PAOR,US
AK,NOATAK          ,PAWN,US
AK,NOORVIK         ,PFNO,US
AK,NUIQSUT         ,PAQT,US
AK,NUIQSUT VILLAGE ,PALP,US
AK,OLIKTOK POINT   ,POLI,US
AK,PALMER          ,PAAQ,US
AK,PAXSON          ,PAXK,US
AK,PETERSBURG      ,PAPG,US
AK,PILOT POINT     ,PAPN,US
AK,PLATINUM        ,PAPM,US
AK,POINT HOPE      ,PAPO,US
AK,POINT LAY       ,PPIZ,US
AK,PORT ALEXANDER  ,PAAP,US
AK,PORT ALSWORTH   ,PALJ,US
AK,PORT CLARENCE   ,PAPC,US
AK,PORT HEIDEN     ,PAPH,US
AK,PORTAGE GLACIER ,PATO,US
AK,PROSPECT CREEK  ,PAPR,US
AK,PRUDHOE BAY     ,PAUD,US
AK,PUNTILLA LAKE   ,PAPT,US
AK,REG DOG         ,PARD,US
AK,REG DOG         ,PADG,US
AK,RUBY            ,PARY,US
AK,RUSSIAN MISSION ,PARS,US
AK,SAINT MARYS     ,PASM,US
AK,SAND POINT      ,PASD,US
AK,SAVOONGA        ,PASA,US
AK,SCAMMON BAY     ,PACM,US
AK,SELAWIK         ,PASK,US
AK,SELDOVIA        ,PASO,US
AK,SEWARD          ,PAWD,US
AK,SHAKTOOLIK      ,PFSH,US
AK,SHISHMAREF      ,PASH,US
AK,SHUNGNAK        ,PAGH,US
AK,SITKA           ,PASI,US
AK,SKAGWAY         ,PAGY,US
AK,SKWENTNA        ,PASW,US
AK,SLANA           ,PADT,US
AK,SLEETMUTE       ,PASL,US
AK,SNOWSHOE LAKE   ,PALK,US
AK,SOLDOTNA        ,PASX,US
AK,SPARREVOHN      ,PASV,US
AK,ST GEORGE       ,PAPB,US
AK,ST MICHAEL      ,PAMK,US
AK,ST PAUL ISLAND  ,PASN,US
AK,STONY RIVER LAND,PAER,US
AK,SUTTON          ,PAJV,US
AK,TAHNETNA PASS LO,PASP,US
AK,TALKEETNA       ,PATK,US
AK,TANANA          ,PATA,US
AK,TATALINA AFS    ,PATL,US
AK,TELLER          ,PATE,US
AK,TIN CITY AFS    ,PATC,US
AK,TOGIAK          ,PATG,US
AK,TOKSOOK BAY     ,PAOO,US
AK,UMIAT           ,PAUM,US
AK,UNALAKLEET      ,PAUN,US
AK,DUTCH HARBOR    ,PADU,US
AK,VALDEZ          ,PAVD,US
AK,VALDEZ WSO      ,PAVW,US
AK,WAINWRIGHT      ,PAWI,US
AK,WALES           ,PAIW,US
AK,WASILLA         ,PAWS,US
AK,WHITE MOUNTAIN  ,PAWM,US
AK,WHITTIER        ,PAWR,US
AK,WILLOW          ,PAUO,US
AK,WOLVERINE ROAD  ,PAIZ,US
AK,WRANGELL        ,PAWG,US
AK,YAKUTAT         ,PAYA,US
AL,ALABASTER       ,KEET,US
AL,ALBERTVILLE MUNI,K8A0,US
AL,ALEXANDER/RUSSEL,KALX,US
AL,ANDALUSIA/OPP AR,K79J,US
AL,ANNISTON        ,KANB,US
AL,AUBURN UNIV. (AM,KAUB,US
AL,AUBURN OPELIKA A,KAUO,US
AL,BIRMINGHAM      ,KBHM,US
AL,OZARK/CAIRNS AAF,KOZR,US
AL,CENTREVILLE WSM ,K0A8,US
AL,COURTLAND       ,K9A4,US
AL,CULLMAN/FOLSOM F,K3A1,US
AL,CULLMAN/FOLSOM F,KCMD,US
AL,DECATUR         ,KDCU,US
AL,DEMOPOLIS       ,KDYA,US
AL,DOTHAN          ,KDHN,US
AL,EUFAULA         ,KEUF,US
AL,EVERGREEN       ,KGZH,US
AL,FAIRHOPE        ,KCQF,US
AL,FLORALA MUNI    ,K0J4,US
AL,FT PAYNE/ISBELL ,K4A9,US
AL,FT RUCKER/SHELL ,KSXS,US
AL,FT RUCKER/HANCHE,KHEY,US
AL,GADSDEN MUNI    ,KGAD,US
AL,GREENVILLE      ,KPRN,US
AL,GULF SHORES     ,KJKA,US
AL,HALEYVILLE      ,K1M4,US
AL,HUNTSVILLE      ,KHSV,US
AL,HUNTSVILLE/MADIS,KMDQ,US
AL,JASPER/WALKER   ,KJFX,US
AL,LOWE AHP/FT. RUC,KLOR,US
AL,MAXWELL AFB/MGM ,KMXF,US
AL,MOBILE/BROOKLEY ,KBFM,US
AL,MOBILE/BATES    ,KMOB,US
AL,MONTGOMERY      ,KMGM,US
AL,MUSCLE SHOAL    ,KMSL,US
AL,PHI OIL PLAT    ,KRAM,US
AL,REDSTONE ARSENAL,KHUA,US
AL,SCOTTSBORO      ,K4A6,US
AL,TALLADEGA       ,KASN,US
AL,TROY            ,KTOI,US
AL,TUSCALOOSA      ,KTCL,US
AL,VIOSCA KNOLL768 ,KVOA,US
AR,ARKADELPHIA     ,KADF,US
AR,BATESVILLE      ,KBVX,US
AR,BENTONVILLE     ,KH00,US
AR,BENTONVILLE     ,KVBT,US
AR,BENTONVILLE (NW),KXNA,US
AR,BLYTHEVILLE     ,KHKA,US
AR,BLYTHEVILLE     ,KBYH,US
AR,CAMDEN          ,KCDH,US
AR,CLINTON MUNI    ,KCCA,US
AR,CORNING         ,K4M9,US
AR,DE QUEEN        ,KDEQ,US
AR,EL DORADO       ,KELD,US
AR,FAYETTEVILLE    ,KFYV,US
AR,FLIPPIN (AWOS)  ,KFLP,US
AR,FORT SMITH      ,KFSM,US
AR,HARRISON        ,KHRO,US
AR,HOT SPRINGS     ,KHOT,US
AR,JONESBORO       ,KJBR,US
AR,LITTLE ROCK     ,KLIT,US
AR,LITTLE ROCK AFB ,KLRF,US
AR,MENA INTERMTN   ,KMEZ,US
AR,W MEMPHIS MUNI  ,KAWM,US
AR,MONTICELLO      ,KLLQ,US
AR,MOUNT IDA       ,KMWT,US
AR,MOUNTAIN HOME   ,KBPK,US
AR,N. LITTLE ROCK  ,KLZK,US
AR,NEWPORT         ,KM19,US
AR,PINE BLUFF/GRIDR,KPBF,US
AR,ROGERS          ,KROG,US
AR,RUSSELLVILLE    ,KRUE,US
AR,SEARCY          ,KSRC,US
AR,SILOAM SPRING   ,KSLG,US
AR,SPRINGDALE MUNI ,KASG,US
AR,STUTTGART       ,KSGT,US
AR,TEXARKANA       ,KTXK,US
AR,WALNUT RIDGE    ,KARG,US
AZ,PHOENIX/SKY HRBR,KPHX,US
AZ,TUCSON          ,KTUS,US
AZ,BUCKEYE         ,KBXK,US
AZ,BULLHEAD CITY   ,KIFP,US
AZ,CASA GRANDA     ,KCGZ,US
AZ,CHANDLER/MESA   ,KIWA,US
AZ,CHANDLER        ,KCHD,US
AZ,COLORADO CITY   ,KAZC,US
AZ,COOLIDGE MUNI   ,KP08,US
AZ,DAVIS/TUCSON    ,KDMA,US
AZ,DOUGLAS BISBEE  ,KDUG,US
AZ,FLAGSTAFF       ,KFLG,US
AZ,FORT HUACHUCA   ,KFHU,US
AZ,GILA BEND (AAF) ,KGXF,US
AZ,GLENDALE        ,KGEU,US
AZ,LUKE AFB/GLENDAL,KLUF,US
AZ,GOODYEAR MUNICIP,KGYR,US
AZ,GRAND CANYON    ,KGCN,US
AZ,GRAND CANYON/VAL,K40G,US
AZ,KINGMAN         ,KIGM,US
AZ,LAKE HAVASU CITY,KHII,US
AZ,MESA/FALCON FLD ,KFFZ,US
AZ,NOGALES         ,KOLS,US
AZ,PAGE            ,KPGA,US
AZ,PAYSON          ,KPAN,US
AZ,PHOENIX/DEER VLY,KDVT,US
AZ,PIONEER AIRFIELD,KALK,US
AZ,PRESCOTT        ,KPRC,US
AZ,SAFFORD         ,KSAD,US
AZ,SCOTTSDALE      ,KSDL,US
AZ,SEDONA          ,KSEZ,US
AZ,SHOW LOW MUNICIP,KSOW,US
AZ,ST. JOHNS       ,KSJN,US
AZ,TUCSON/RYAN FLD ,KRYN,US
AZ,WILLIAMS CLARK  ,KCMR,US
AZ,WINDOW ROCK     ,KRQE,US
AZ,WINSLOW         ,KINW,US
AZ,YUMA INTL       ,KYUM,US
AZ,YUMA MCAS       ,KNYL,US
CA,ALAMEDA NAS     ,KNGZ,US
CA,ALTURAS         ,KAAT,US
CA,APPLE VALLEY    ,KAPV,US
CA,ARCATA/EUREKA   ,KACV,US
CA,AUBURN MUNI     ,KAUN,US
CA,AVALON          ,KAVX,US
CA,BAKERSFIELD     ,KBFL,US
CA,BEALE AFB/MARYSV,KBAB,US
CA,BEAUMONT        ,KBUO,US
CA,BIG BEAR CITY   ,KL35,US
CA,BICYCLE LAKE    ,KBYS,US
CA,BISHOP          ,KBIH,US
CA,BLYTHE          ,KBLH,US
CA,BRIDGEPORT      ,KO57,US
CA,BRIDGEPORT(MCMWT,KBAN,US
CA,BURBANK         ,KBUR,US
CA,BURNEY          ,KBNY,US
CA,CALEXICO INTL   ,KCXL,US
CA,CAMARILLO       ,KCMA,US
CA,CAMP PENDLETON  ,KNFG,US
CA,CAMPO           ,KCZZ,US
CA,CARLSBAD        ,KCRQ,US
CA,CHICO MUNICIPAL ,KCIC,US
CA,CHINA LAKE (NAF),KNID,US
CA,CHINO           ,KCNO,US
CA,COLUMBIA        ,KO22,US
CA,CONCORD         ,KCCR,US
CA,CORONA MUNI     ,KAJO,US
CA,CRESCENT CITY   ,KCEC,US
CA,DAGGETT         ,KDAG,US
CA,DAVIS           ,KEDU,US
CA,EDWARDS AFB     ,KEDW,US
CA,EDWARDS N-AUX   ,K9L2,US
CA,EL CENTRO NAF   ,KNJK,US
CA,EL MONTE        ,KEMT,US
CA,EMIGRANT GAP    ,KBLU,US
CA,EUREKA/MURRAY   ,KEKA,US
CA,FORTUNA         ,KFOT,US
CA,FRESNO          ,KFAT,US
CA,FRESNO CHANDLER ,KFCH,US
CA,FULLERTON       ,KFUL,US
CA,GRASS VALLEY    ,KGOO,US
CA,HALF MOON BAY   ,KHAF,US
CA,HANFORD         ,KHJO,US
CA,HANFORD         ,KO18,US
CA,HAWTHORNE       ,KHHR,US
CA,HAYWARD         ,KHWD,US
CA,HEALDSBURG      ,KHES,US
CA,HOLLISTER MUNI  ,KCVH,US
CA,HUNTER LIGGET   ,KHGT,US
CA,IMPERIAL        ,KIPL,US
CA,IMPERIAL BEACH  ,KNRS,US
CA,INYOKERN        ,KIYK,US
CA,LA VERNE/BRACKET,KPOC,US
CA,LANCASTER/FOX   ,KWJF,US
CA,LEMOORE NAS/REEV,KNLC,US
CA,LINCOLN         ,KLHM,US
CA,LITTLE RIVER    ,KLLR,US
CA,LIVERMORE       ,KLVK,US
CA,LOMPOC          ,KLPC,US
CA,LONG BEACH      ,KLGB,US
CA,LOS ALAMITOS AAF,KSLI,US
CA,LOS ANGELES     ,KLAX,US
CA,LOS ANGELES     ,KCQT,US
CA,LA / WHITEMAN   ,KWHP,US
CA,MADERA          ,KMAE,US
CA,MAMMOTH/JUNE LAK,KMMH,US
CA,MARYSVILLE      ,KMYV,US
CA,MATHER FIELD    ,KMHR,US
CA,MCCLELLAN AFB   ,KMCC,US
CA,MERCED          ,KMCE,US
CA,MERCED/CASTLE AF,KMER,US
CA,MIRAMAR NAS/SAN ,KNKX,US
CA,MODESTO         ,KMOD,US
CA,MOFFETT NAS/MTN ,KNUQ,US
CA,MOJAVE          ,KMHV,US
CA,MONTAGUE/SISKIYO,KSIY,US
CA,MONTEREY        ,KMRY,US
CA,MOUNT SHASTA    ,KMHS,US
CA,MOUNT WILSON    ,KMWS,US
CA,MURRIETA/TEMECUL,KF70,US
CA,NAPA            ,KAPC,US
CA,NEEDLES         ,KEED,US
CA,NEWHALL         ,K3A6,US
CA,NORTH ISLAND NAS,KNZY,US
CA,NOVATO/GNOSS FLD,KDVO,US
CA,OAKLAND         ,KOAK,US
CA,OCEANSIDE       ,KOKB,US
CA,OCEANSIDE/RED-B ,KNXF,US
CA,ONTARIO         ,KONT,US
CA,OROVILLE        ,KOVE,US
CA,OXNARD          ,KOXR,US
CA,PALM SPRINGS    ,KPSP,US
CA,PALMDALE        ,KPMD,US
CA,PALMDALE        ,KGXA,US
CA,PALO ALTO       ,KPAO,US
CA,PASO ROBLES     ,KPRB,US
CA,PETALUMA        ,KO69,US
CA,PLACERVILLE     ,KPVF,US
CA,POINT MUGU NAS  ,KNTD,US
CA,PORTERVILLE     ,KPTV,US
CA,PT. PIEDRAS BLAN,K87Q,US
CA,RED BLUFF       ,KRBL,US
CA,REDDING         ,KRDD,US
CA,REDLANDS        ,KREI,US
CA,RIO VISTA       ,KO88,US
CA,RIVERSIDE       ,KRAL,US
CA,RIVERSIDE/MARCH ,KRIV,US
CA,RAMONA          ,KRNM,US
CA,SACRAMENTO      ,KSAC,US
CA,SACRAMENTO/METRO,KSMF,US
CA,SALINAS         ,KSNS,US
CA,SAN BERNARDINO  ,KSBD,US
CA,SAN CARLOS AIRPO,KSQL,US
CA,SAN CLEMENTE IS.,KNUC,US
CA,SAN DIEGO       ,KSAN,US
CA,SAN DIEGO/MNTGMY,KMYF,US
CA,SAN DIEGO/BROWN ,KSDM,US
CA,SAN DIEGO/SANTEE,KSEE,US
CA,SAN FRANCISCO   ,KSFO,US
CA,SAN JOSE        ,KSJC,US
CA,SAN JOSE/REID   ,KRHV,US
CA,SAN LUIS OBISPO ,KSBP,US
CA,SAN MARTIN      ,KE16,US
CA,SAN NICOLAS ISLA,KNSI,US
CA,SANDBERG        ,KSDB,US
CA,COSTA MESA      ,KSNA,US
CA,SANTA BARBARA   ,KSBA,US
CA,SANTA MARIA     ,KSMX,US
CA,SANTA MONICA    ,KSMO,US
CA,SANTA ROSA      ,KSTS,US
CA,SANTA YNEZ      ,KIZA,US
CA,SHELTER COVE    ,KO87,US
CA,SOUTH LAKE TAHOE,KTVL,US
CA,STOCKTON        ,KSCK,US
CA,SUSANVILLE MUNI ,KSVE,US
CA,THERMAL/PALM SPG,KTRM,US
CA,TORRANCE MUNICIP,KTOA,US
CA,TRAVIS AFB/FAIRF,KSUU,US
CA,TRUCKEE TAHOE   ,KTRK,US
CA,TEHACHAPI       ,KTSP,US
CA,TRINITY CENTER  ,KO86,US
CA,TWENTYNINE PALMS,KNXP,US
CA,UKIAH           ,KUKI,US
CA,VACAVILLE       ,KVCB,US
CA,VAN NUYS        ,KVNY,US
CA,VANDENBERG AFB  ,KVBG,US
CA,VANDENBERG RANGE,KXVW,US
CA,VICTORVILLE     ,KVCV,US
CA,VISALIA MUNI    ,KVIS,US
CA,WATSONVILLE     ,KWVI,US
CA,WEAVERVILLE     ,KO54,US
CO,DENVER (DIA)    ,KDEN,US
CO,AKRON           ,KAKO,US
CO,ALAMOSA         ,KALS,US
CO,ASPEN           ,KASE,US
CO,BERTHOUD PASS   ,K0CO,US
CO,BROOMFIELD/JEFFC,KBJC,US
CO,BUCKLEY ANGB/DEN,KBKF,US
CO,BURLINGTON      ,KITR,US
CO,CANON CITY      ,K1V6,US
CO,CHEYENNE MTN    ,KCWN,US
CO,COLORADO SPRINGS,KCOS,US
CO,CO SPNGS MEADOW ,KFLY,US
CO,CORTEZ          ,KCEZ,US
CO,CRAIG           ,KCAG,US
CO,DENVER/ARAPAHOE ,KAPA,US
CO,DENVER F. RANGE ,KFTG,US
CO,DURANGO         ,KDRO,US
CO,EAGLE CO. REGION,KEGE,US
CO,FORT CARSON     ,KFCS,US
CO,FT COLLINS/LOVEL,KFNL,US
CO,GRAND JUNCTION  ,KGJT,US
CO,GREELEY/WELD    ,KGXY,US
CO,GUNNISON        ,KGUC,US
CO,HAYDEN/YAMPA    ,KHDN,US
CO,LA JUNTA        ,KLHX,US
CO,LAMAR           ,KLAA,US
CO,LEADVILLE       ,KLXV,US
CO,LIMON           ,KLIC,US
CO,MEEKER          ,KEEO,US
CO,MONTROSE        ,KMTJ,US
CO,NUCLA/HOPKINS F ,KAIB,US
CO,PUEBLO          ,KPUB,US
CO,RIFLE           ,KRIL,US
CO,SAGUACHE MUNI   ,K04V,US
CO,SCHRIEVER AFB   ,KSHM,US
CO,SPRINGFIELD     ,KSPD,US
CO,STEAMBOAT SPRING,KSBS,US
CO,MT WERNER SBS   ,K3MW,US
CO,TELLURIDE REGION,KTEX,US
CO,TRINIDAD/ANIMAS ,KTAD,US
CO,USAF ACADEMY/COS,KAFF,US
CO,YUMA            ,KYMA,US
CO,FLAGLER         ,KFLA,US
CO,KIRK            ,K72C,US
CO,STERLING        ,KSTK,US
CO,STRATTON        ,KSTR,US
CO,RED CLIFF PASS  ,KCCU,US
CO,RANGELY         ,K4V0,US
CO,BUENA VISTA     ,KAEJ,US
CO,DELTA/BLAKE FLD ,KAJZ,US
CO,SALIDA          ,KANK,US
CO,BOULDER MUNI    ,KBDU,US
CO,ELLICOTT-B AFA  ,KABH,US
CO,ERIE MUNI       ,KEIK,US
CO,FORT MORGAN     ,KFMM,US
CO,GRANBY/GRAND CO ,KGNB,US
CO,HOLYOKE         ,KHEQ,US
CO,LONGMONT/VBRAND ,KLMO,US
CO,PAGOSA SPRINGS  ,KPSO,US
CO,WOLF CREEK PASS ,KCPW,US
CO,CORONA PASS     ,KCRV,US
CO,MONUMENT/ELBERT ,KMNH,US
CO,MONARCH PASS    ,KMYP,US
CO,LA VETA PASS    ,KVTP,US
CO,WALDEN          ,K33V,US
CO,KREMMLING AWOS  ,K20V,US
CO,WILKERSON PASS  ,K4BM,US
CO,SUNLIGHT        ,K5SM,US
CO,COTTONWOOD PASS ,K7BM,US
CO,WRAY            ,K2V5,US
CT,BRIDGEPORT      ,KBDR,US
CT,CHESTER         ,KSNC,US
CT,DANBURY         ,KDXR,US
CT,GROTON/NEW LONDO,KGON,US
CT,HARTFORD/BRAINAR,KHFD,US
CT,MERIDEN         ,KMMK,US
CT,NEW HAVEN/TWEED ,KHVN,US
CT,OXFORD/WATERBURY,KOXC,US
CT,WILLIMANTIC     ,KIJD,US
CT,WINDSOR LOCKS   ,KBDL,US
DE,DOVER AFB       ,KDOV,US
DE,GEORGETOWN      ,KGED,US
DE,WILMINGTON      ,KILG,US
FL,APALACHICOLA    ,KAAF,US
FL,BARTOW MUNICIPAL,KBOW,US
FL,BOCA RATON      ,KBCT,US
FL,BONIFAY TRI-CTY ,K1J0,US
FL,BROOKSVILLE     ,KBKV,US
FL,CAPE CANAVERAL  ,KXMR,US
FL,CECIL FIELD NAS ,KNZC,US
FL,CRESTVIEW       ,KCEW,US
FL,CROSS CITY      ,KCTY,US
FL,CRYSTAL RIVER   ,KCGC,US
FL,DAYTONA BEACH   ,KDAB,US
FL,DE FUNIAK SPRNGS,K54J,US
FL,DELAND          ,KDED,US
FL,DESTIN          ,KDTS,US
FL,DUKE FLD/EGLIN  ,KEGI,US
FL,EGLIN AFB/VALPAR,KVPS,US
FL,EVERGLADES CITY ,KEGC,US
FL,FERNANDINA BEACH,KFHB,US
FL,FLAMINGO/MONROE ,KFLM,US
FL,FT LAUDERD/HOLLY,KFLL,US
FL,FT LAUDERD/EXEC ,KFXE,US
FL,FORT MYERS      ,KRSW,US
FL,FORT MYERS      ,KFMY,US
FL,FORT PIERCE     ,KFPR,US
FL,GAINESVILLE     ,KGNV,US
FL,HOLLYWOOD       ,KHWO,US
FL,HOMESTEAD AFB   ,KHST,US
FL,HURLBURT FIELD  ,KHRT,US
FL,IMMOKALEE       ,KIMM,US
FL,INVERNESS       ,KINF,US
FL,JACKSONVIL/CRAIG,KCRG,US
FL,JACKSONVILLE NAS,KNIP,US
FL,JACKSONVILLE    ,KJAX,US
FL,JACKSONVIL/CECIL,KVQQ,US
FL,JACKSONVIL/NAVAL,KNEN,US
FL,KEYSTONE HEIGHTS,K42J,US
FL,KEY WEST NAS    ,KNQX,US
FL,KEY WEST        ,KEYW,US
FL,KISSIMMEE/ORLAND,KISM,US
FL,LA BELLE        ,KX14,US
FL,LAKELAND REGIONA,KLAL,US
FL,LEESBURG        ,KLEE,US
FL,MACDILL AFB/TAMP,KMCF,US
FL,MARATHON        ,KMTH,US
FL,MARCO ISLAND    ,KMKY,US
FL,MARIANNA        ,KMAI,US
FL,MAYPORT NAS     ,KNRB,US
FL,MELBOURNE       ,KMLB,US
FL,MERRITT ISLAND  ,KCOI,US
FL,MIAMI/TAMIAMI   ,KTMB,US
FL,MIAMI           ,KMIA,US
FL,MIAMI/OPA LOCKA ,KOPF,US
FL,MIAMI BEACH     ,KMBF,US
FL,MILTON/WHITING S,KNDZ,US
FL,NAPLES MUNICIPAL,KAPF,US
FL,NASA SHUTTLE FCL,KTTS,US
FL,NEW PORT RICHEY ,KRRF,US
FL,NEW SMYRNA BEACH,KEVB,US
FL,OCALA MUNI      ,KOCF,US
FL,OCEAN REEF      ,KOCR,US
FL,OKEECHOBEE CTY  ,KOBE,US
FL,ORLANDO         ,KMCO,US
FL,ORLANDO         ,KORL,US
FL,ORMOND BEACH VOR,KOMN,US
FL,PALM COAST      ,KXFL,US
FL,PANAMA CITY     ,KECP,US
FL,PATRICK AFB/COCO,KCOF,US
FL,PENSACOLA       ,KPNS,US
FL,PENSACOLA NAS   ,KNPA,US
FL,PERRY FOLEY     ,K40J,US
FL,PLANT CITY MUNI ,KPCM,US
FL,POMPANO BEACH   ,KPMP,US
FL,PORT RICHEY     ,KX41,US
FL,PUNTA GORDA     ,KPGD,US
FL,QUINCY          ,K2J9,US
FL,SANFORD/ORLANDO ,KSFB,US
FL,SARASOTA/BRADENT,KSRQ,US
FL,SEBASTIAN       ,KX26,US
FL,ST AUGUSTINE    ,KSGJ,US
FL,ST PETERSBURG   ,KPIE,US
FL,ST PETERS/ALBERT,KSPG,US
FL,STUART/WITHAM   ,KSUA,US
FL,TALLAHASSEE     ,KTLH,US
FL,TAMPA           ,KTPA,US
FL,TAMPA/O KNIGHT  ,KTPF,US
FL,TAMPA/VANDENBURG,KVDF,US
FL,TITUSVILLE      ,KTIX,US
FL,TYNDALL AFB     ,KPAM,US
FL,TYNDALL DRONE   ,KTDR,US
FL,VENICE          ,KVNC,US
FL,VERO BEACH      ,KVRB,US
FL,VERO BEACH      ,KTRV,US
FL,THE VILLAGES    ,KVVG,US
FL,VOSIKA          ,KVSH,US
FL,WEST PALM BEACH ,KPBI,US
FL,WHITING FLD NAS ,KNSE,US
FL,WINTER HAVEN    ,KGIF,US
FL,ZEPHYRHILLS     ,KZPH,US
FL,HURLBERT        ,KQHY,US
FL,HURLBERT        ,KQBL,US
GA,ALBANY          ,KABY,US
GA,AMERICUS        ,KACJ,US
GA,ALMA            ,KAMG,US
GA,ATHENS          ,KAHN,US
GA,ATLANTA         ,KATL,US
GA,ATLANTA/FULTON  ,KFTY,US
GA,ATLANTA/PAULDING,KPUJ,US
GA,GRIFFIN-SPALDING,K6A2,US
GA,AUGUSTA/DANIEL  ,KDNL,US
GA,AUGUSTA/BUSH    ,KAGS,US
GA,BAINBRIDGE      ,KBGE,US
GA,BLAIRSVILLE     ,KDZJ,US
GA,BLAKELY EARLY C ,KBIJ,US
GA,BRUNSWICK       ,KSSI,US
GA,BRUNSWICK/GLYNCO,KBQK,US
GA,BUTLER          ,K6A1,US
GA,CANTON/CHEROKEE ,KCNI,US
GA,CARROLLTON/GRAY ,KCTJ,US
GA,CARTERSVILLE    ,KVPC,US
GA,CLAXTON/EVANS CO,KCWV,US
GA,COLUMBUS        ,KCSG,US
GA,CORDELE         ,KCKF,US
GA,COVINGTON       ,K9A1,US
GA,DALTON          ,KDNN,US
GA,DOBBINS AFB/MARI,KMGE,US
GA,DOUGLAS MUNI    ,KDQH,US
GA,DUBLIN          ,KDBN,US
GA,EASTMAN         ,KEZM,US
GA,ELBERTON PATZ F ,K27A,US
GA,FITZGERALD      ,KFZG,US
GA,FT BENNING/COLUM,KLSF,US
GA,FT STEWART/WRIGH,KLHW,US
GA,GAINESVILLE     ,KGVL,US
GA,GREENSBORO      ,K3J7,US
GA,HAZELHURST      ,KAZE,US
GA,HOMERVILLE      ,KHOE,US
GA,JEFFERSON       ,K19A,US
GA,JESUP/WAYNE CTY ,KJES,US
GA,LA GRANGE       ,KLGC,US
GA,LAWRENCEVILLE   ,KLZU,US
GA,MACON           ,KMCN,US
GA,MARIETTA MCCOLUM,KRYY,US
GA,MCDUFFIE/THOMSON,KHQU,US
GA,MILLEDGEVILLE   ,KMLJ,US
GA,MOODY AFB/VALDOS,KVAD,US
GA,MOULTRIE MUNI   ,KMGR,US
GA,MOULTRIE/SPENCE ,KMUL,US
GA,NEWNAN          ,KCCO,US
GA,PEACHTREE/DEKALB,KPDK,US
GA,PEACHTREE CITY  ,KFFC,US
